Identifier,District,Municipality/Union,Ward Number,Latitude,Longitude,Name of Household,"What is the total number of household members, including yourself?",Water Service Level,Main source of drinking water,Main source of water for other purposes,Specific Location of Water Collection,Time to Collect Water,Times in Last Month When Drinking Water Quantity Was Insufficient,Fecal and Chemical Levels Acceptable,Sanitation Service Level,Type of Toilet Facility,Facility is shared with others outside of the household,Location of sanitation facility,Emptying of on-site sanitation facilities,Disposal of excreta from onite sanitation facilities,Hygiene Service Ladder,Type of Handwashing Facility Used Most Often,Water Available at Handwashing Facility,Soap Available
r59w-jdj0-vshv,Satkhira,Jhaudanga Union,1,22.82278886,89.03991024,,7,Basic,Bottled water,Shallow tubewell/borehole,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
29bh-tfns-qw4t,Satkhira,Shatkhira Municipality,8,22.71237084,89.06001654,,6,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own dwelling,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
f2sx-1bfa-71kg,Barguna,Patharghata Municipality,5,22.04734463,89.96325889,,5,Basic,Rainwater collection,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,No Facility,No handwashing place available in dwelling/plot/yard,,
r16y-8kxp-3j2p,Satkhira,Shatkhira Municipality,3,22.70069863,89.08577316,,3,Limited,Public tap/standpipe,,More than 500 meters/1600 feet,More than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
3jsh-kjrn-j89q,Satkhira,Kalaroa Municipality,8,22.84636245,89.05091033,,5,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
bpsq-ggux-aa2a,Satkhira,Agardari,2,22.76283723,89.02080631,,2,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
s6yu-jv1e-sf5e,Satkhira,Jhaudanga Union,1,22.82262546,89.0410516,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
3v7f-uxn0-vhg0,Satkhira,Shatkhira Municipality,8,22.71091365,89.06107661,,5,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
3npn-pbmv-92xv,Satkhira,Kalaroa Municipality,8,22.84714885,89.05349613,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
wbt6-x9ug-720a,Barguna,Patharghata Municipality,5,22.04834829,89.96295454,,6,Limited,Pond sand filter (PSF),,Between 150 and 500 meters / between 500 and 1600 feet,More than 30 minutes,Don't Know,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
xyed-b0pu-e2f5,Satkhira,Shatkhira Municipality,8,22.7098712,89.06303304,,7,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Limited,Pit latrine with slab,Yes,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
sdc3-eewa-gdr2,Satkhira,Jhaudanga Union,1,22.82161456,89.03871496,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Limited,Pit latrine with slab,Yes,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
y0ug-dyhf-ve96,Satkhira,Shatkhira Municipality,3,22.69871989,89.08445871,,4,Limited,Public tap/standpipe,,More than 500 meters/1600 feet,More than 30 minutes,Sufficient,Contaminated,Limited,Pit latrine with slab,Yes,In own plot/yard,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
s5u0-38rj-eaqv,Satkhira,Shatkhira Municipality,8,22.71046202,89.06497851,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Don't Know,Contaminated,Limited,Pit latrine with slab,Yes,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
nm7v-jx8t-fbx3,Satkhira,Jhaudanga Union,1,22.82128068,89.04005294,,2,Basic,Shallow tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Limited,Pit latrine with slab,Yes,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
j717-5ubq-24kb,Satkhira,Agardari,2,22.76507031,89.01788978,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Basic,Toilet that flush/pour to pit latrine,No,In own plot/yard,Don't Know,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
1chs-fyt8-rj1u,Satkhira,Shatkhira Municipality,3,22.69685412,89.08336092,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Don't Know,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
dyqv-hdq1-t6td,Satkhira,Kalaroa Municipality,8,22.84790945,89.05369758,,3,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
spp7-m0r1-v5e2,Satkhira,Jhaudanga Union,1,22.82123568,89.04141933,,4,Limited,Deep tubewell/borehole,,More than 500 meters/1600 feet,More than 30 minutes,Not Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
sr8e-9ec8-41ue,Barguna,Patharghata Municipality,5,22.04824848,89.96234358,,4,Basic,Rainwater collection,,Water is located within the premises,Water is located on the premises,Don't Know,Contaminated,Basic,Pit latrine with slab,No,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
sc0r-kp7d-kart,Satkhira,Jhaudanga Union,1,22.82017799,89.03836978,,4,Limited,Deep tubewell/borehole,,More than 500 meters/1600 feet,More than 30 minutes,Don't Know,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Don't Know,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
gs87-8cby-gkeu,Satkhira,Kalaroa Municipality,8,22.84926552,89.05372,,3,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
e562-2ec5-0r1y,Satkhira,Agardari,2,22.7617322,89.01464744,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to pit latrine,No,In own dwelling,Don't Know,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
c6ma-mrxq-ndwx,Satkhira,Jhaudanga Union,1,22.81881289,89.03916696,,7,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
4mc1-qkts-7s44,Satkhira,Kalaroa Municipality,8,22.8461524,89.05375082,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Limited,Toilet that flush/pour to pit latrine,Yes,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
mt4b-pxn0-4e30,Satkhira,Agardari,2,22.76421372,89.01334924,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
1t7c-tf88-ugau,Satkhira,Kalaroa Municipality,8,22.84563638,89.05286715,,4,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
8hdt-3upc-j58y,Satkhira,Agardari,2,22.76630825,89.00754382,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
kdee-fhdk-yn08,Barguna,Patharghata Municipality,5,22.0479007,89.96198624,,6,Limited,Pond sand filter (PSF),,Between 150 and 500 meters / between 500 and 1600 feet,More than 30 minutes,Don't Know,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
5je4-ufsh-3hmp,Barguna,Patharghata Municipality,5,22.04835676,89.96188192,,6,Basic,Piped water to yard/plot,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,No Facility,No handwashing place available in dwelling/plot/yard,,
2hpb-mbpr-3w2r,Barguna,Dhalua Union,4,22.11684049,90.04640212,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
hcvb-9126-9gsj,Barguna,Dhalua Union,4,22.11428423,90.03327916,,6,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
d6r0-1mrt-3dya,Barguna,Dhalua Union,4,22.11273584,90.03936224,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
wm6x-0qrx-82mp,Barguna,Dhalua Union,4,22.11055875,90.04599646,,7,Limited,Deep tubewell/borehole,,More than 500 meters/1600 feet,More than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own dwelling,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
ce7r-vkxs-3ypw,Barguna,Dhalua Union,4,22.11178978,90.05356067,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
vwyj-f3un-f1fp,Barguna,Paurashava,9,22.11706844,90.21960894,,3,Basic,Deep tubewell/borehole,,More than 500 meters/1600 feet,Less than 30 minutes,Not Sufficient,Contaminated,Unimproved,Toilet that flush/pour to don't know,No,Elsewhere,,,No Facility,No handwashing place available in dwelling/plot/yard,,
pr0y-ucu4-rduf,Barguna,Paurashava,9,22.11700123,90.21953547,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Unimproved,Toilet that flush/pour to don't know,No,In own dwelling,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
bmdq-q2hd-kxt4,Barguna,Paurashava,9,22.11693562,90.21875881,,8,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
jycr-wpvy-key1,Barguna,Paurashava,9,22.11694784,90.21763445,,4,Basic,Deep tubewell/borehole,,More than 500 meters/1600 feet,Less than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
rk5k-2hnr-97ad,Barguna,Paurashava,9,22.117452,90.21728083,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Unimproved,Toilet that flush/pour to don't know,No,In own dwelling,,,No Facility,No handwashing place available in dwelling/plot/yard,,
v44a-cesq-7f7f,Barguna,Paurashava,9,22.12033057,90.21864739,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Unimproved,Toilet that flush/pour to don't know,No,In own plot/yard,,,No Facility,No handwashing place available in dwelling/plot/yard,,
sh45-reyn-buvg,Barguna,Paurashava,9,22.11897392,90.21771597,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
8epk-hvhp-gw1t,Satkhira,Shatkhira Municipality,4,22.71847248,89.07742155,,4,Basic,Bottled water,Piped water to yard/plot,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
ue5j-56ah-ugkt,Satkhira,Jhaudanga Union,1,22.82638741,89.04152837,,4,Unimproved,Bottled water,Bottled water,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
9e0h-wupp-872x,Satkhira,Agardari,2,22.76029559,89.01841376,,2,Safely Managed,Bottled water,Shallow tubewell/borehole,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
j02w-65d3-aj82,Satkhira,Kalaroa Municipality,8,22.84329022,89.0491906,,4,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
shnr-07pk-fusa,Barguna,Patharghata Municipality,5,22.04771013,89.96129765,,7,Limited,Piped water into dwelling (household connection),,Between 150 and 500 meters / between 500 and 1600 feet,More than 30 minutes,Don't Know,Not Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,No Facility,No handwashing place available in dwelling/plot/yard,,
1t80-fkuu-m1qw,Satkhira,Jhaudanga Union,1,22.82482972,89.03934941,,7,Basic,Shallow tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
1khn-u2uj-s9pb,Satkhira,Agardari,2,22.76047147,89.01664844,,4,Safely Managed,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Limited,Toilet that flush/pour to pit latrine,Yes,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
wge9-ut32-yfe5,Satkhira,Kalaroa Municipality,8,22.84412493,89.05147588,,4,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,No Facility,No handwashing place available in dwelling/plot/yard,,
